DATA_EXIBICAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA;NR_PROTOCOLO_ENVIO;DATA_HORA_ENVIO_PROTOCOLO
01/10/2020;BAD BOYS FOR LIFE;BAD BOYS PARA SEMPRE;E1900525600000;ESTADOS UNIDOS;5002724;SALA CINE PLAYARTE MANAUARA 08;4;6000049;260;16356;MANAUS;AM;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;BATMAN VS SUPERMAN;BATMAN VS SUPERMAN: A ORIGEM DA JUSTIÇA;E1600053700000;ESTADOS UNIDOS;5006554;CINEPLUS XAXIM DRIVE-IN - PLANETA DRIVE-IN;22;6000023;15673;15674;CURITIBA;PR;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN);AVES DE RAPINA (ARLEQUINA E SUA EMANCIPAÇÃO FANTABULOSA);E1900628800000;ESTADOS UNIDOS;5002102;CINE DRIVEIN;47;;5465;6715;BRASÍLIA;DF;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;BLACK PANTHER;PANTERA NEGRA;E1700512400000;ESTADOS UNIDOS;5003545;CINE CAFE PARPINELLI PARANÁ;8;;22412;22413;SANTO ANTÔNIO DA PLATINA;PR;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;BLACK PANTHER;PANTERA NEGRA;E1700512400000;ESTADOS UNIDOS;5005106;CINÉPOLIS CAMPINAS SHOPPING - SALA 7;1;6000024;17266;30090;CAMPINAS;SP;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;BLACK PANTHER;PANTERA NEGRA;E1700512400000;ESTADOS UNIDOS;5006387;GRUPOCINE VALINHOS 03;5;6000034;44276;44278;VALINHOS;SP;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;BLACK PANTHER;PANTERA NEGRA;E1700512400000;ESTADOS UNIDOS;5001493;MOVIECOM MAXI 7;3;6000100;2912;2913;JUNDIAÍ;SP;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;BLACK PANTHER;PANTERA NEGRA;E1700512400000;ESTADOS UNIDOS;5005014;MOVIECOM PATIO BELÉM 6;7;6000100;2897;13915;BELÉM;PA;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;BLOODSHOT;BLOODSHOT;E1900579400000;ESTADOS UNIDOS;5004882;CIRCUITO CINEMAS PBAS- SALA 04;9;6000028;15568;27873;PARAUAPEBAS;PA;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;BLOODSHOT;BLOODSHOT;E1900579400000;ESTADOS UNIDOS;5000212;IGUATEMI 3;10;6000037;1991;2425;RIO DE JANEIRO;RJ;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;BLOODSHOT;BLOODSHOT;E1900579400000;ESTADOS UNIDOS;5001495;MOVIECOM CASTANHEIRA 1;9;6000100;2897;2896;BELÉM;PA;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;BLOODSHOT;BLOODSHOT;E1900579400000;ESTADOS UNIDOS;5000734;UCI - SHOPPING CENTER IGUATEMI FORTALEZA - SALA 03;10;6000059;2612;2616;FORTALEZA;CE;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;CALL OF THE WILD;O CHAMADO DA FLORESTA;E2000027000000;ESTADOS UNIDOS;5006568;CINE + ARTE XANGRI-LÁ DRIVE-IN;1;6000103;32155;45890;XANGRI-LÁ;RS;THE WALT DISNEY COMPANY (BRASIL) LTDA.;73.042.962/0001-87;30284757001020;10/11/2020 16:01:20
01/10/2020;COUNTDOWN;A HORA DA SUA MORTE;E1900400200000;PAISES BAIXOS (HOLANDA);5000079;KINOPLEX AMAZONAS SALA 01;96;6000037;1991;2393;MANAUS;AM;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;17.095.184/0001-13;302480924001820;17/11/2020 16:41:48
01/10/2020;DOCTOR SLEEP;DOUTOR SONO;E1900463600000;ESTADOS UNIDOS;5002726;SALA CINE PLAYARTE MANAUARA 06;2;6000049;260;16356;MANAUS;AM;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;DOLCE FINE GIORNATA;DOCE ENTARDECER NA TOSCANA;E2000011400000;POLÔNIA;5001101;CINE TOPÁZIO 2;1;6000057;2968;6742;INDAIATUBA;SP;ARTEPLEX DISTRIBUIDORA LTDA;31.694.954/0001-75;314098036000820;16/12/2020 15:03:29
01/10/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5003126;CINE TANGARÁ I;4;;19403;19404;TANGARÁ DA SERRA;MT;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;DOLITTLE;DOLITTLE;E1900437900000;ESTADOS UNIDOS;5002683;CINEMAR SALA AZUL;2;;16226;16227;ITANHAÉM;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;E.T. THE EXTRA-TERRESTRIAL;E.T. O EXTRATERRESTRE;E1402648300000;ESTADOS UNIDOS;5002177;KINOPLEX TIJUCA SALA 03;4;6000037;11751;13416;RIO DE JANEIRO;RJ;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;E.T. THE EXTRA-TERRESTRIAL;E.T. O EXTRATERRESTRE;E1402648300000;ESTADOS UNIDOS;5000771;NEW YORK CITY CENTER - SALA 07;3;6000058;749;2620;RIO DE JANEIRO;RJ;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;E.T. THE EXTRA-TERRESTRIAL;E.T. O EXTRATERRESTRE;E1402648300000;ESTADOS UNIDOS;5002928;SALA 05;4;6000024;17266;17729;SALVADOR;BA;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;E.T. THE EXTRA-TERRESTRIAL;E.T. O EXTRATERRESTRE;E1402648300000;ESTADOS UNIDOS;5001806;SALA CINE 14 BIS;3;;5822;6623;GUAXUPÉ;MG;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;E.T. THE EXTRA-TERRESTRIAL;E.T. O EXTRATERRESTRE;E1402648300000;ESTADOS UNIDOS;5000317;SHOPPING IGUATEMI 3;1;6000018;1843;2538;CAMPINAS;SP;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;24.810.280/0001-61;303970662001320;10/11/2020 15:55:36
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005378;2120 CINEMARK MOGI DAS CRUZES SALA 07;6;6000018;1843;31561;MOGI DAS CRUZES;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005656;CINE AVENIDA SALA 02;2;;17853;17854;LEME;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005177;CINE ESTAÇÃO NET RIO - SALA 5;8;6000030;592;5126;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005632;CINEMARK FOZ DO IGUAÇU SALA 03;6;6000018;1843;33653;FOZ DO IGUAÇU;PR;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5001304;ESTAÇÃO IPANEMA SALA 1;3;6000030;2741;6612;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5002216;ESTAÇÃO NET GÁVEA 1;8;6000030;592;13608;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5006306;GALLERIA CAMPINAS 03 - VIP;2;6000024;17266;43208;CAMPINAS;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5000068;KINOPLEX RIO SUL - SALA PLATINUM 04;12;6000037;1991;2390;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5002175;KINOPLEX TIJUCA SALA 02;8;6000037;11751;13416;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005020;KINOPLEX VIA PARQUE 6;7;6000037;1991;13454;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005899;MULTIPLEX VIC CENTER SALA 01;2;6000120;34798;37911;SANTA BÁRBARA D'OESTE;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5000770;NEW YORK CITY CENTER - SALA 06;11;6000058;749;2620;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5000772;NEW YORK CITY CENTER - SALA 08;12;6000058;749;2620;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5001930;SALA KINOPLEX LEBLON SALA 01;2;6000037;11751;11752;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5001933;SALA KINOPLEX LEBLON SALA 04;11;6000037;11751;11752;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5004743;SALA METROPOLITANO BARRA 02;4;6000018;1843;27386;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5004701;SALA RIOMAR 9 - TRADICIONAL;4;6000024;17266;27076;FORTALEZA;CE;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5005339;SHOPPING IGUATEMI 9;3;6000018;1843;2538;CAMPINAS;SP;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5000075;SÃO LUIZ 1;4;6000037;1991;2392;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5004590;UCI ORIENT SHOPPING BARRA SALA 8;5;6000060;2606;26893;SALVADOR;BA;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;EL ROBO DEL SIGLO;O ROUBO DO SÉCULO;E2000030900000;ARGENTINA;5003634;VILLAGE MALL 01;1;6000018;1843;22951;RIO DE JANEIRO;RJ;WARNER BROS. (SOUTH) INC.;33.015.827/0001-28;31000320001620;10/11/2020 16:26:27
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5001102;CINE TOPÁZIO 3;1;6000057;2968;6742;INDAIATUBA;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5004189;CINEFLIX JK SHOPPING - SALA 6;6;6000014;24534;24535;BRASÍLIA;DF;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005320;CINEFLIX SHOPPING PRAÇA NOVA ARAÇATUBA - SALA 05;9;6000014;25182;31153;ARAÇATUBA;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005304;CINEFLIX VÁRZEA GRANDE SHOPPING - SALA 1;8;6000014;24534;31101;VÁRZEA GRANDE;MT;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005697;CINEPOLIS RIOMAR KENNEDY - SALA 06;10;6000024;17266;34309;FORTALEZA;CE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005109;CINÉPOLIS CAMPINAS SHOPPING - SALA 10;1;6000024;17266;30090;CAMPINAS;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5006304;GALLERIA CAMPINAS 01 - VIP;1;6000024;17266;43208;CAMPINAS;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5006479;JUNDIAI SHOPPING 10 - VIP;7;6000024;17266;22674;JUNDIAÍ;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5001958;KINOPLEX NOVA AMÉRICA SALA 02;12;6000037;1991;2426;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005564;KINOPLEX NOVA IGUAÇU SALA 03 PLATINUM;2;6000037;1991;33119;NOVA IGUAÇU;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5005520;KINOPLEX RIO SUL - SALA PLATINUM 06;3;6000037;1991;2390;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5000774;NEW YORK CITY CENTER - SALA 10;15;6000058;749;2620;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5002940;SALA 03;8;6000024;17266;17763;BELÉM;PA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5006216;SALA 08 - VIP;2;6000024;17266;17729;SALVADOR;BA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5003475;SALA CINEPOLIS BELA VISTA 03;4;6000024;17266;21610;SALVADOR;BA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5003488;SALA PQ.BELEM 07;1;6000024;17266;21616;BELÉM;PA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5004697;SALA RIOMAR 4 -VIP;6;6000024;17266;27076;FORTALEZA;CE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5002053;UCI - KINOPLEX NORTE SHOPPING - SALA 08;5;6000059;2612;12748;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;ESCAPE FROM PRETORIA;FUGA DE PRETÓRIA;E2000249400000;ÁFRICA DO SUL;5000742;UCI - SHOPPING CENTER IGUATEMI FORTALEZA - SALA 11;2;6000059;2612;2616;FORTALEZA;CE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;21006574002720;16/12/2020 15:22:47
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5005373;2120 CINEMARK MOGI DAS CRUZES SALA 02;7;6000018;1843;31561;MOGI DAS CRUZES;SP;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5004199;ARARAS SALA 1;2;6000008;15833;24551;ARARAS;SP;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5005191;ATLÂNTICO;4;6000034;30170;30172;AQUIDAUANA;MS;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5000242;CARIOCA SHOPPING 6;18;6000018;1843;2525;RIO DE JANEIRO;RJ;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5003451;CASTRO 2;2;6000023;12893;21049;CASTRO;PR;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5005706;CENTERPLEX GRAND SHOPPING MESSEJANA SALA 01;2;6000006;16321;34486;FORTALEZA;CE;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5005707;CENTERPLEX GRAND SHOPPING MESSEJANA SALA 02;2;6000006;16321;34486;FORTALEZA;CE;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
01/10/2020;FANTASY ISLAND;A ILHA DA FANTASIA;E1900579500000;ESTADOS UNIDOS;5005928;CENTERPLEX GRANDE CIRCULAR 05;6;6000006;38234;38235;MANAUS;AM;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;00.979.601/0001-98;30006058001820;14/11/2020 03:10:33
