NOME_SALA;TITULO_ORIGINAL;PUBLICO
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RIO 2;1866
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RITAS;10
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ROCKETMAN;1033
KINOPLEX FASHION MALL SALA 02 (PLATINUM);RODIN;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ROGUE ONE;1159
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SAINT LAURENT;460
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SEARCHING;331
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SEGREDOS;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SHANG-CHI AND THE LEGEND OF THE TEN RINGS;165
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SHAZAM!;348
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SICARIO 2: SOLDADO;67
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SILVIO;9
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SINNERS;64
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SNOWDEN;464
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SOLACE;688
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SONHAR COM LEÕES;2
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SONIC THE HEDGEHOG 2;139
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SORRIA, VOCE ESTÁ SENDO FILMADO - O FILME;49
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SOUND OF FREEDOM;794
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SOUS LES JUPES DES FILLES;60
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPECTRE;1270
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPENCER;115
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPIDER-MAN: FAR FROM HOME;376
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPIDER-MAN: HOMECOMING;887
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPIDER-MAN: NO WAY HOME;456
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPOTLIGHT;250
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SPRINGSTEEN: DELIVER ME FROM NOWHERE;32
KINOPLEX FASHION MALL SALA 02 (PLATINUM);STAR TREK BEYOND;385
KINOPLEX FASHION MALL SALA 02 (PLATINUM);STAR WARS: EPISODE VII - THE FORCE AWAKENS;2119
KINOPLEX FASHION MALL SALA 02 (PLATINUM);STAR WARS: THE LAST JEDI;910
KINOPLEX FASHION MALL SALA 02 (PLATINUM);STAR WARS: THE RISE OF SKYWALKER;602
KINOPLEX FASHION MALL SALA 02 (PLATINUM);STILL ALICE;1185
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SUBMERGENCE;176
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SUICIDE SQUAD;626
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SULLY;224
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SUPER/MAN: THE CHRISTOPHER REEVE STORY;37
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SUPERMAN;270
KINOPLEX FASHION MALL SALA 02 (PLATINUM);SWAN LAKE;30
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TAYLOR SWIFT - THE ERAS TOUR;34
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TEENAGE MUTANT NINJA TURTLES;1017
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TENET;70
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE 15:17 TO PARIS;609
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE AMATEUR;191
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE AMAZING SPIDER-MAN 2;1409
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE AVENGERS: AGE OF ULTRON;2239
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BANSHEES OF INISHERIN;42
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BATMAN;270
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BEGUILED;642
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BIG SHORT;980
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BOOK OF LIFE;223
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BOSS BABY: FAMILY BUSINESS;42
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BRIDE!;3
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE BRUTALIST;209
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE CAPTIVE;479
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE CHILDREN ACT;285
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE CIRCLE;867
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE CONJURING: THE DEVIL MADE ME DO IT;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE COUNT OF MONTE CRISTO;73
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE DANISH GIRL;120
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE DEVIL WEARS PRADA 2;158
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE DINNER;374
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE DIVERGENT SERIES - INSURGENT;601
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE DRAMA;158
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE EQUALIZER 2;343
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FALL GUY;83
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FANTASTIC FOUR: FIRST STEPS;25
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FATE OF THE FURIOUS;314
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FATHER;50
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FAULT IN OUR STARS;773
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE FAVOURITE;607
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE GIRL ON THE TRAIN;623
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE GRAND MASTER;175
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HOBBIT: BATTLE OF THE FIVE ARMIES;642
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HOLDOVERS;172
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HOUSE OF MAGIC;174
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HOUSEMAID;830
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HUNDRED FOOT JOURNEY;338
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES;168
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HUNTSMAN;251
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE HUSTLE;163
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE IMMIGRANT;1043
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE INCREDIBLES 2;464
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE INVISIBLE MAN;315
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LAST DUEL;99
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LEGEND OF TARZAN;478
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LEGO MOVIE;100
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LION KING;1266
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LITTLE MERMAID;2
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE LOST CITY;107
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MAGNIFICENT SEVEN;455
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MARSH KING'S DAUGHTER;18
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MATRIX RESURRECTIONS;165
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MONUMENTS MEN;1430
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MOUNTAIN BETWEEN US;700
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE MULE;790
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE NAKED GUN;51
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE NORTHMAN;21
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE NOTEBOOK;8
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE NUN;6
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE NUT JOB;177
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE PENGUINS OF MADAGASCAR;234
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE PHOENICIAN SCHEME;5
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE PHYSICIAN;325
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE POST;747
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE PROFESSOR AND THE MADMAN;352
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE RETURN;20
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE REVENANT;1878
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE ROOM NEXT DOOR;157
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE ROSES;89
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE ROVER;284
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SECOND BEST EXOTIC MARIGOLD HOTEL;242
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SHACK;427
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SHAPE OF WATER;448
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SUBSTANCE;95
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SUICIDE SQUAD;60
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE SUPER MARIO GALAXY MOVIE;103
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE THEORY OF EVERYTHING;1336
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE THREE MUSKETEERS: D’ARTAGNAN;29
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE WATER DIVINER;279
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE WHALE;320
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE WIFE;768
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE WITCH;153
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THE WOLF OF WALL STREET;4655
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THOR: LOVE AND THUNDER;227
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THOR: RAGNAROK;388
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THOSE WHO WISH ME DEAD;17
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THREE BILLBOARDS OUTSIDE EBBING, MISSOURI;607
KINOPLEX FASHION MALL SALA 02 (PLATINUM);THREE FRIENDS;27
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TINKER BELL AND THE PIRATE FAIRY;201
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TINKERBELL AND THE LEGEND OF THE NEVERBEAST;373
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TOMORROWLAND;466
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TOP GUN: MAVERICK;1387
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TOY STORY 4;378
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TRANSFORMERS: AGE OF EXTINCTION;304
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TRANSFORMERS: THE LAST KNIGHT;127
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TRAP;24
KINOPLEX FASHION MALL SALA 02 (PLATINUM);TRON: ARES;44
KINOPLEX FASHION MALL SALA 02 (PLATINUM);UM LOBO ENTRE OS CISNES;87
KINOPLEX FASHION MALL SALA 02 (PLATINUM);UNA MUJER FANTÁSTICA;6
KINOPLEX FASHION MALL SALA 02 (PLATINUM);UNBROKEN;789
KINOPLEX FASHION MALL SALA 02 (PLATINUM);VENOM;311
KINOPLEX FASHION MALL SALA 02 (PLATINUM);VENOM: THE LAST DANCE;4
KINOPLEX FASHION MALL SALA 02 (PLATINUM);VICE;492
KINOPLEX FASHION MALL SALA 02 (PLATINUM);VICTORIA AND ABDUL;290
KINOPLEX FASHION MALL SALA 02 (PLATINUM);VITÓRIA;187
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WAR FOR THE PLANET OF THE APES;358
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WEAPONS;20
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WHAT IF;133
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WHIPLASH;985
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WICKED: FOR GOOD;295
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WIDOW CLICQUOT;412
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WISH;347
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WONDER;513
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WONDER WHEEL;1135
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WONDER WOMAN;506
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WONDER WOMAN 1984;54
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WONKA;467
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WRATH OF MAN;63
KINOPLEX FASHION MALL SALA 02 (PLATINUM);WUTHERING HEIGHTS;386
KINOPLEX FASHION MALL SALA 02 (PLATINUM);X-MEN: APOCALYPSE;310
KINOPLEX FASHION MALL SALA 02 (PLATINUM);X-MEN: DARK PHOENIX;422
KINOPLEX FASHION MALL SALA 02 (PLATINUM);X-MEN: DAYS OF FUTURE PAST;1109
KINOPLEX FASHION MALL SALA 02 (PLATINUM);YESTERDAY;1162
KINOPLEX FASHION MALL SALA 02 (PLATINUM);YVES SAINT LAURENT;342
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ZHONG QUAN BA GONG;7
KINOPLEX FASHION MALL SALA 02 (PLATINUM);ZOOTOPIA;321
KINOPLEX FASHION MALL SALA 03;10 SEGUNDOS PARA VENCER;69
KINOPLEX FASHION MALL SALA 03;12 YEARS A SLAVE;1075
KINOPLEX FASHION MALL SALA 03;1917;136
KINOPLEX FASHION MALL SALA 03;1982 (NINETEEN EIGHTY TWO);11
KINOPLEX FASHION MALL SALA 03;28 YEARS LATER;11
KINOPLEX FASHION MALL SALA 03;A BEAUTIFUL DAY IN THE NEIGHBORHOOD;286
KINOPLEX FASHION MALL SALA 03;A BIG BOLD BEAUTIFUL JOURNEY;18
KINOPLEX FASHION MALL SALA 03;A CONSPIRAÇÃO CONDOR;12
KINOPLEX FASHION MALL SALA 03;A DOG´S WAY HOME;533
KINOPLEX FASHION MALL SALA 03;A FAMILY MAN;76
KINOPLEX FASHION MALL SALA 03;A HIDDEN LIFE;192
KINOPLEX FASHION MALL SALA 03;A HOLOGRAM FOR THE KING;191
KINOPLEX FASHION MALL SALA 03;A MAN CALLED OTTO;208
KINOPLEX FASHION MALL SALA 03;A MAN IN THE DARK;182
KINOPLEX FASHION MALL SALA 03;A MINECRAFT MOVIE;143
KINOPLEX FASHION MALL SALA 03;A QUIET PLACE;82
KINOPLEX FASHION MALL SALA 03;A QUIET PLACE: PART II;23
KINOPLEX FASHION MALL SALA 03;A RAINY DAY IN NEW YORK;66
KINOPLEX FASHION MALL SALA 03;A REAL PAIN;215
KINOPLEX FASHION MALL SALA 03;A SIMPLE FAVOR;83
KINOPLEX FASHION MALL SALA 03;A STAR IS BORN;325
KINOPLEX FASHION MALL SALA 03;A VIDA INVISÍVEL;99
KINOPLEX FASHION MALL SALA 03;A WALK AMONG THE TOMBSTONES;626
KINOPLEX FASHION MALL SALA 03;ABE;39
KINOPLEX FASHION MALL SALA 03;ABOUT MY FATHER;162
KINOPLEX FASHION MALL SALA 03;ABOUT TIME;62
KINOPLEX FASHION MALL SALA 03;AD ASTRA;49
KINOPLEX FASHION MALL SALA 03;ADRIFT;72
KINOPLEX FASHION MALL SALA 03;AFTERSUN;50
KINOPLEX FASHION MALL SALA 03;AINBO - THE SPIRIT OF THE AMAZON;36
KINOPLEX FASHION MALL SALA 03;AINDA ESTOU AQUI;776
KINOPLEX FASHION MALL SALA 03;AIR;42
KINOPLEX FASHION MALL SALA 03;ALADDIN;383
KINOPLEX FASHION MALL SALA 03;ALEMÃO;836
KINOPLEX FASHION MALL SALA 03;ALICE THROUGH THE LOOKING GLASS;611
KINOPLEX FASHION MALL SALA 03;ALL I SEE IS YOU;126
KINOPLEX FASHION MALL SALA 03;ALLIED;425
KINOPLEX FASHION MALL SALA 03;ALOHA;387
KINOPLEX FASHION MALL SALA 03;ALVIN AND THE CHIPMUNKS: THE ROAD CHIP;1053
KINOPLEX FASHION MALL SALA 03;AMANT DOUBLE;168
KINOPLEX FASHION MALL SALA 03;AMERICAN HUSTLE;768
KINOPLEX FASHION MALL SALA 03;AMERICAN MADE;497
KINOPLEX FASHION MALL SALA 03;AMERICAN SNIPER;229
KINOPLEX FASHION MALL SALA 03;AMOR.COM;58
KINOPLEX FASHION MALL SALA 03;AMSTERDAM;111
KINOPLEX FASHION MALL SALA 03;ANACONDA;102
KINOPLEX FASHION MALL SALA 03;ANATOMY OF A FALL;227
KINOPLEX FASHION MALL SALA 03;ANCHORMAN 2: THE LEGEND CONTINUES;291
KINOPLEX FASHION MALL SALA 03;AND SO IT GOES;211
KINOPLEX FASHION MALL SALA 03;ANGELA;4
KINOPLEX FASHION MALL SALA 03;ANGRY BIRDS;474
KINOPLEX FASHION MALL SALA 03;ANNA;3
KINOPLEX FASHION MALL SALA 03;ANOMALISA;44
KINOPLEX FASHION MALL SALA 03;ANORA;787
KINOPLEX FASHION MALL SALA 03;ANT-MAN AND THE WASP;131
KINOPLEX FASHION MALL SALA 03;ANT-MAN AND THE WASP: QUANTUMANIA;221
KINOPLEX FASHION MALL SALA 03;ANTES QUE EU ME ESQUEÇA;28
KINOPLEX FASHION MALL SALA 03;ANYONE BUT YOU;173
KINOPLEX FASHION MALL SALA 03;AOS TEUS OLHOS;71
KINOPLEX FASHION MALL SALA 03;AQUAMAN;140
KINOPLEX FASHION MALL SALA 03;ARCA DE NOÉ;179
KINOPLEX FASHION MALL SALA 03;ARTHUR THE KING;54
KINOPLEX FASHION MALL SALA 03;ATOMIC BLONDE;97
KINOPLEX FASHION MALL SALA 03;ATÉ QUE A SORTE NOS SEPARE 3;737
KINOPLEX FASHION MALL SALA 03;AUGUST: OSAGE COUNTY;169
KINOPLEX FASHION MALL SALA 03;AURORA: WHAT HAPPENED TO THE EARTH?;2
KINOPLEX FASHION MALL SALA 03;AVATAR: FIRE AND ASH;50
KINOPLEX FASHION MALL SALA 03;AVATAR: THE WAY OF WATER;265
KINOPLEX FASHION MALL SALA 03;AVEC AMOUR ET ACHARNEMENT;100
KINOPLEX FASHION MALL SALA 03;AVENGERS: ENDGAME;273
KINOPLEX FASHION MALL SALA 03;AVENGERS: INFINITY WAR;207
KINOPLEX FASHION MALL SALA 03;BABY DRIVER;103
KINOPLEX FASHION MALL SALA 03;BAD BOYS: RIDE OR DIE;26
KINOPLEX FASHION MALL SALA 03;BAD MOMS;228
KINOPLEX FASHION MALL SALA 03;BAJO LA ROSA;82
KINOPLEX FASHION MALL SALA 03;BAMBI, L'HISTOIRE D'UNE VIE DANS LES BOIS;19
KINOPLEX FASHION MALL SALA 03;BANDIDA;20
KINOPLEX FASHION MALL SALA 03;BARBIE;256
KINOPLEX FASHION MALL SALA 03;BASTARDEN;8
KINOPLEX FASHION MALL SALA 03;BATTLE OF THE SEXES;157
KINOPLEX FASHION MALL SALA 03;BEAU IS AFRAID;13
KINOPLEX FASHION MALL SALA 03;BEGIN AGAIN;872
KINOPLEX FASHION MALL SALA 03;BELFAST;114
KINOPLEX FASHION MALL SALA 03;BELLE ET LA BÊTE, LA;19
KINOPLEX FASHION MALL SALA 03;BEN-HUR;217
KINOPLEX FASHION MALL SALA 03;BENZINHO;91
KINOPLEX FASHION MALL SALA 03;BIG EYES;332
KINOPLEX FASHION MALL SALA 03;BINGO - O REI DAS MANHÃS;151
KINOPLEX FASHION MALL SALA 03;BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE);89
KINOPLEX FASHION MALL SALA 03;BLACK ADAM;59
KINOPLEX FASHION MALL SALA 03;BLACK MASS;582
KINOPLEX FASHION MALL SALA 03;BLACK PANTHER: WAKANDA FOREVER;62
KINOPLEX FASHION MALL SALA 03;BLACK WIDOW;61
KINOPLEX FASHION MALL SALA 03;BLACKKKLANSMAN;295
KINOPLEX FASHION MALL SALA 03;BLENDED;1747
KINOPLEX FASHION MALL SALA 03;BLUE BEETLE;181
KINOPLEX FASHION MALL SALA 03;BOB MARLEY: ONE LOVE;287
KINOPLEX FASHION MALL SALA 03;BOMBSHELL;34
KINOPLEX FASHION MALL SALA 03;BONES AND ALL;16
KINOPLEX FASHION MALL SALA 03;BONHOEFFER: PASTOR. SPY. ASSASSIN;52
KINOPLEX FASHION MALL SALA 03;BOOK CLUB;685
KINOPLEX FASHION MALL SALA 03;BOOK CLUB: THE NEXT CHAPTER;30
KINOPLEX FASHION MALL SALA 03;BORG/MCENROE;2
KINOPLEX FASHION MALL SALA 03;BOSS LEVEL;5
KINOPLEX FASHION MALL SALA 03;BREAKTHROUGH;95
KINOPLEX FASHION MALL SALA 03;BRIDGE OF SPIES;758
KINOPLEX FASHION MALL SALA 03;BRIDGET JONE'S BABY;332
KINOPLEX FASHION MALL SALA 03;BRIDGET JONES: MAD ABOUT THE BOY;74
KINOPLEX FASHION MALL SALA 03;BULLET TRAIN;11
KINOPLEX FASHION MALL SALA 03;BURNT;429
KINOPLEX FASHION MALL SALA 03;C'EST LA VIE;15
KINOPLEX FASHION MALL SALA 03;CALL ME BY YOUR NAME;109
KINOPLEX FASHION MALL SALA 03;CAPTAIN AMERICA: BRAVE NEW WORLD;19
KINOPLEX FASHION MALL SALA 03;CAPTAIN AMERICA: CIVIL WAR;226
KINOPLEX FASHION MALL SALA 03;CAPTAIN FANTASTIC;321
KINOPLEX FASHION MALL SALA 03;CAPTAIN MARVEL;27
KINOPLEX FASHION MALL SALA 03;CAPTAIN PHILLIPS;847
KINOPLEX FASHION MALL SALA 03;CARLOS: THE SANTANA JOURNEY GLOBAL PREMIERE;27
KINOPLEX FASHION MALL SALA 03;CARROSSEL - O FILME;676
KINOPLEX FASHION MALL SALA 03;CARROSSEL 2 - O SUMIÇO DE MARIA JOAQUINA;218
KINOPLEX FASHION MALL SALA 03;CARS 3;278
KINOPLEX FASHION MALL SALA 03;CASA GRANDE;190
KINOPLEX FASHION MALL SALA 03;CATS;104
KINOPLEX FASHION MALL SALA 03;CATS AND DOGS 3: PAWS UNITE!;13
KINOPLEX FASHION MALL SALA 03;CAZUZA: BOAS NOVAS;38
KINOPLEX FASHION MALL SALA 03;CHALLENGERS;191
KINOPLEX FASHION MALL SALA 03;CHAMPIONS;56
KINOPLEX FASHION MALL SALA 03;CHARMING;73
KINOPLEX FASHION MALL SALA 03;CHEF;559
KINOPLEX FASHION MALL SALA 03;CHICO BENTO E A GOIABEIRA MARAVIOSA;328
KINOPLEX FASHION MALL SALA 03;CHOCANTE;79
KINOPLEX FASHION MALL SALA 03;CHURCHILL;309
KINOPLEX FASHION MALL SALA 03;CINDERELA POP;176
KINOPLEX FASHION MALL SALA 03;CINDERELLA;301
KINOPLEX FASHION MALL SALA 03;CINDERELLA AND THE SECRET PRINCE;214
KINOPLEX FASHION MALL SALA 03;CLIFFORD THE BIG RED DOG;78
KINOPLEX FASHION MALL SALA 03;COCO;208
KINOPLEX FASHION MALL SALA 03;COLLATERAL BEAUTY;505
KINOPLEX FASHION MALL SALA 03;COMO É  CRUEL VIVER ASSIM;29
KINOPLEX FASHION MALL SALA 03;CONCLAVE;58
KINOPLEX FASHION MALL SALA 03;CONFISSÕES DE ADOLESCENTE - O FILME;350
KINOPLEX FASHION MALL SALA 03;COPA DE ELITE;380
KINOPLEX FASHION MALL SALA 03;CORALINE 15TH ANNIVERSARY;61
KINOPLEX FASHION MALL SALA 03;COUP DE CHANCE;107
KINOPLEX FASHION MALL SALA 03;CREED;209
KINOPLEX FASHION MALL SALA 03;CRIMINAL;166
KINOPLEX FASHION MALL SALA 03;CRUELLA;92
KINOPLEX FASHION MALL SALA 03;CRÔ EM FAMILIA;104
KINOPLEX FASHION MALL SALA 03;CÂNCER COM ASCENDENTE EM VIRGEM;2
KINOPLEX FASHION MALL SALA 03;D.P.A. - DETETIVES DO PRÉDIO AZUL;224
KINOPLEX FASHION MALL SALA 03;D.P.A. - O FANTÁSTICO REINO DE ONDION;46
KINOPLEX FASHION MALL SALA 03;DADDY'S HOME 2;240
KINOPLEX FASHION MALL SALA 03;DANNY COLLINS;278
KINOPLEX FASHION MALL SALA 03;DARK WATERS;322
KINOPLEX FASHION MALL SALA 03;DARKEST HOUR;315
KINOPLEX FASHION MALL SALA 03;DC LEAGUE OF SUPERPETS;200
KINOPLEX FASHION MALL SALA 03;DE PERNAS PRO AR 3;478
KINOPLEX FASHION MALL SALA 03;DEADPOOL & WOLVERINE;61
KINOPLEX FASHION MALL SALA 03;DEAR EVAN HANSEN;15
KINOPLEX FASHION MALL SALA 03;DEATH ON THE NILE;91
KINOPLEX FASHION MALL SALA 03;DECISION TO LEAVE;10
KINOPLEX FASHION MALL SALA 03;DEEPWATER HORIZON;91
KINOPLEX FASHION MALL SALA 03;DEMAIN TOUT COMMENCE;316
KINOPLEX FASHION MALL SALA 03;DEMON SLAYER -KIMETSU NO YAIBA- THE MOVIE: INFINITY CASTLE;91
KINOPLEX FASHION MALL SALA 03;DEN OF THIEVES 2: PANTERA;31
KINOPLEX FASHION MALL SALA 03;DEN SKYLDIGE;243
KINOPLEX FASHION MALL SALA 03;DER TRAFIKANT;474
KINOPLEX FASHION MALL SALA 03;DESCULPE O TRANSTORNO;137
KINOPLEX FASHION MALL SALA 03;DESERT DANCER;62
KINOPLEX FASHION MALL SALA 03;DESPICABLE ME 3;655
KINOPLEX FASHION MALL SALA 03;DESPICABLE ME 4;1095
KINOPLEX FASHION MALL SALA 03;DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO;1040
KINOPLEX FASHION MALL SALA 03;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;219
KINOPLEX FASHION MALL SALA 03;DEUX JOURS, UNE NUIT;218
KINOPLEX FASHION MALL SALA 03;DEVOTION;33
KINOPLEX FASHION MALL SALA 03;DIVERGENT;184
KINOPLEX FASHION MALL SALA 03;DIVÃ A 2;115
KINOPLEX FASHION MALL SALA 03;DIVÓRCIO;180
KINOPLEX FASHION MALL SALA 03;DOCTOR STRANGE;407
KINOPLEX FASHION MALL SALA 03;DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS;140
KINOPLEX FASHION MALL SALA 03;DOG MAN;8
KINOPLEX FASHION MALL SALA 03;DOIS É DEMAIS EM ORLANDO;134
KINOPLEX FASHION MALL SALA 03;DOLITTLE;317
KINOPLEX FASHION MALL SALA 03;DOLOR Y GLORIA;102
KINOPLEX FASHION MALL SALA 03;DON'T WORRY DARLING;177
KINOPLEX FASHION MALL SALA 03;DON´T BREATHE 2;16
KINOPLEX FASHION MALL SALA 03;DON’T LOOK UP;82
KINOPLEX FASHION MALL SALA 03;DORA AND THE LOST CITY OF GOLD;494
