MES_EXIBICAO,ANO_EXIBICAO,NOME_CINEMA,TITULO_ORIGINAL,PUBLICO,GENEROS,ANO_LANCAMENTO,CLASSIFICACAO,rotten_tomatoes,yt_views,yt_likes,yt_sentiment
1,2014,KINOPLEX RIO SUL,AUGUST: OSAGE COUNTY,1271,"Comédia, Drama",2013,14,67.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,CONFISSÕES DE ADOLESCENTE - O FILME,3260,"Comédia, Família",2014,12,0.0,732414.0,4045.0,0.0
1,2014,KINOPLEX RIO SUL,DELIVERY MAN,522,Comédia,2013,12,40.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,DEVIL'S DUE,825,Terror,2014,Sem Classificacao,21.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,ENDER'S GAME,104,"Ficção científica, Ação, Aventura",2013,10,63.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,FROZEN,7811,"Animação, Família, Aventura, Fantasia",2013,L,89.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,"I, FRANKENSTEIN",616,"Terror, Thriller",2014,12,5.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,MUITA CALMA NESSA HORA 2,4331,Comédia,2014,Sem Classificacao,0.0,48006.0,95.0,0.0
1,2014,KINOPLEX RIO SUL,PARANORMAL ACTIVITY: THE MARKED ONES,2407,"Terror, Thriller",2014,14,40.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,TARZAN,2438,"Animação, Família, Aventura",1999,L,90.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,THE BOOK THIEF,236,Drama,2013,10,50.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,THE HOBBIT: THE DESOLATION OF SMAUG,531,"Fantasia, Aventura, Ação",2013,12,74.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,THE SECRET LIFE OF WALTER MITTY,2069,"Aventura, Comédia, Drama, Fantasia",2013,10,52.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,THE WOLF OF WALL STREET,1721,"Crime, Drama, Comédia",2013,18,79.0,0.0,0.0,0.0
1,2014,KINOPLEX RIO SUL,WALKING WITH DINOSAURS,2234,"Animação, Família, Aventura",2013,L,0.0,1314229.0,43983.0,0.0
1,2014,KINOPLEX TIJUCA,47 RONIN,450,"Drama, Ação, Fantasia",2013,14,16.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,AMERICAN HUSTLE,293,"Drama, Crime",2013,14,92.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,ATÉ QUE A SORTE NOS SEPARE 2,21726,Comédia,2013,12,0.0,59612.0,341.0,0.0
1,2014,KINOPLEX TIJUCA,AUGUST: OSAGE COUNTY,2981,"Comédia, Drama",2013,14,67.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,CONFISSÕES DE ADOLESCENTE - O FILME,7123,"Comédia, Família",2014,12,0.0,732414.0,4045.0,0.0
1,2014,KINOPLEX TIJUCA,DEVIL'S DUE,2113,Terror,2014,Sem Classificacao,21.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,ENDER'S GAME,996,"Ficção científica, Ação, Aventura",2013,10,63.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,FROZEN,17578,"Animação, Família, Aventura, Fantasia",2013,L,89.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,GRAVITY,762,"Ficção científica, Thriller, Drama",2013,12,96.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,GRUDGE MATCH,1714,Comédia,2013,12,31.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,"I, FRANKENSTEIN",2515,"Terror, Thriller",2014,12,5.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,LAST VEGAS,224,Comédia,2013,12,45.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,MUITA CALMA NESSA HORA 2,12744,Comédia,2014,Sem Classificacao,0.0,48006.0,95.0,0.0
1,2014,KINOPLEX TIJUCA,NYMPHOMANIAC: VOL. I,282,Drama,2013,18,0.0,12513141.0,18567.0,0.0
1,2014,KINOPLEX TIJUCA,PARANORMAL ACTIVITY: THE MARKED ONES,6484,"Terror, Thriller",2014,14,40.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,PHILOMENA,20,Drama,2013,10,91.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,TARZAN,4594,"Animação, Família, Aventura",1999,L,90.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,THE BOOK THIEF,789,Drama,2013,10,50.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,THE HOBBIT: THE DESOLATION OF SMAUG,2596,"Fantasia, Aventura, Ação",2013,12,74.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,THE SECRET LIFE OF WALTER MITTY,2105,"Aventura, Comédia, Drama, Fantasia",2013,10,52.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,THE WOLF OF WALL STREET,7234,"Crime, Drama, Comédia",2013,18,79.0,0.0,0.0,0.0
1,2014,KINOPLEX TIJUCA,WALKING WITH DINOSAURS,2362,"Animação, Família, Aventura",2013,L,0.0,1314229.0,43983.0,0.0
1,2014,KINOPLEX TOP SHOPPING,ATÉ QUE A SORTE NOS SEPARE 2,24023,Comédia,2013,12,0.0,59612.0,341.0,0.0
1,2014,KINOPLEX TOP SHOPPING,CONFISSÕES DE ADOLESCENTE - O FILME,2077,"Comédia, Família",2014,12,0.0,732414.0,4045.0,0.0
1,2014,KINOPLEX TOP SHOPPING,DEVIL'S DUE,97,Terror,2014,Sem Classificacao,21.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,ENDER'S GAME,120,"Ficção científica, Ação, Aventura",2013,10,63.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,FROZEN,11503,"Animação, Família, Aventura, Fantasia",2013,L,89.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,MUITA CALMA NESSA HORA 2,6596,Comédia,2014,Sem Classificacao,0.0,48006.0,95.0,0.0
1,2014,KINOPLEX TOP SHOPPING,PARANORMAL ACTIVITY: THE MARKED ONES,6748,"Terror, Thriller",2014,14,40.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,TARZAN,1729,"Animação, Família, Aventura",1999,L,90.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,THE HOBBIT: THE DESOLATION OF SMAUG,418,"Fantasia, Aventura, Ação",2013,12,74.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,THE SECRET LIFE OF WALTER MITTY,37,"Aventura, Comédia, Drama, Fantasia",2013,10,52.0,0.0,0.0,0.0
1,2014,KINOPLEX TOP SHOPPING,WALKING WITH DINOSAURS,1109,"Animação, Família, Aventura",2013,L,0.0,1314229.0,43983.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,ATÉ QUE A SORTE NOS SEPARE 2,2602,Comédia,2013,12,0.0,59612.0,341.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,ENDER'S GAME,29,"Ficção científica, Ação, Aventura",2013,10,63.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,"I, FRANKENSTEIN",765,"Terror, Thriller",2014,12,5.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,LAST VEGAS,1941,Comédia,2013,12,45.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,NYMPHOMANIAC: VOL. I,100,Drama,2013,18,0.0,12513141.0,18567.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,PHILOMENA,25,Drama,2013,10,91.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLIMPIA,THE WOLF OF WALL STREET,5367,"Crime, Drama, Comédia",2013,18,79.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,47 RONIN,161,"Drama, Ação, Fantasia",2013,14,16.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,AMERICAN HUSTLE,94,"Drama, Crime",2013,14,92.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,AUGUST: OSAGE COUNTY,1093,"Comédia, Drama",2013,14,67.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,CONFISSÕES DE ADOLESCENTE - O FILME,953,"Comédia, Família",2014,12,0.0,732414.0,4045.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,DELIVERY MAN,931,Comédia,2013,12,40.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,FROZEN,7499,"Animação, Família, Aventura, Fantasia",2013,L,89.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,GRAVITY,572,"Ficção científica, Thriller, Drama",2013,12,96.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,GRUDGE MATCH,1561,Comédia,2013,12,31.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,MUITA CALMA NESSA HORA 2,1383,Comédia,2014,Sem Classificacao,0.0,48006.0,95.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,PARANORMAL ACTIVITY: THE MARKED ONES,43,"Terror, Thriller",2014,14,40.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,TARZAN,1380,"Animação, Família, Aventura",1999,L,90.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,THE BOOK THIEF,293,Drama,2013,10,50.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,THE HOBBIT: THE DESOLATION OF SMAUG,852,"Fantasia, Aventura, Ação",2013,12,74.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,THE SECRET LIFE OF WALTER MITTY,3168,"Aventura, Comédia, Drama, Fantasia",2013,10,52.0,0.0,0.0,0.0
1,2014,KINOPLEX VILA OLÍMPIA,WALKING WITH DINOSAURS,657,"Animação, Família, Aventura",2013,L,0.0,1314229.0,43983.0,0.0
1,2014,KINOPLEX WEST SHOPPING,47 RONIN,133,"Drama, Ação, Fantasia",2013,14,16.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,ATÉ QUE A SORTE NOS SEPARE 2,14809,Comédia,2013,12,0.0,59612.0,341.0,0.0
1,2014,KINOPLEX WEST SHOPPING,CONFISSÕES DE ADOLESCENTE - O FILME,3473,"Comédia, Família",2014,12,0.0,732414.0,4045.0,0.0
1,2014,KINOPLEX WEST SHOPPING,DEVIL'S DUE,1313,Terror,2014,Sem Classificacao,21.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,ENDER'S GAME,642,"Ficção científica, Ação, Aventura",2013,10,63.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,FROZEN,7613,"Animação, Família, Aventura, Fantasia",2013,L,89.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,"I, FRANKENSTEIN",1437,"Terror, Thriller",2014,12,5.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,PARANORMAL ACTIVITY: THE MARKED ONES,4878,"Terror, Thriller",2014,14,40.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,TARZAN,3964,"Animação, Família, Aventura",1999,L,90.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,THE HOBBIT: THE DESOLATION OF SMAUG,1140,"Fantasia, Aventura, Ação",2013,12,74.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,THE SECRET LIFE OF WALTER MITTY,306,"Aventura, Comédia, Drama, Fantasia",2013,10,52.0,0.0,0.0,0.0
1,2014,KINOPLEX WEST SHOPPING,WALKING WITH DINOSAURS,313,"Animação, Família, Aventura",2013,L,0.0,1314229.0,43983.0,0.0
1,2015,KINOPLEX AMAZONAS,BIG HERO 6,2840,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,EXODUS: GODS AND KINGS,7018,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,INTO THE WOODS,394,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,LOUCAS PRA CASAR,12908,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX AMAZONAS,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,5240,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,OS CARAS DE PAU,845,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX AMAZONAS,OUIJA,1692,Terror,2014,14,6.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,TAKEN 3,4029,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX AMAZONAS,THE PENGUINS OF MADAGASCAR,8179,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX AVENIDA,A NOITE DA VIRADA,13,Comédia,2014,16,0.0,758828.0,10953.0,0.0
1,2015,KINOPLEX AVENIDA,BIG HERO 6,698,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,BOYHOOD,286,Drama,2014,14,97.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,EXODUS: GODS AND KINGS,2398,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,INTO THE WOODS,515,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,LOUCAS PRA CASAR,6530,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX AVENIDA,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,2231,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,NIGHTCRAWLER,520,"Crime, Drama, Thriller",2014,14,95.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,OS CARAS DE PAU,2043,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX AVENIDA,RELATOS SALVAJES,127,"Drama, Thriller, Comédia",2014,14,0.0,449490.0,1025.0,0.0
1,2015,KINOPLEX AVENIDA,TAKEN 3,1625,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,THE IMITATION GAME,270,"História, Drama, Thriller, Guerra",2014,12,90.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,THE PENGUINS OF MADAGASCAR,3207,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX AVENIDA,THE THEORY OF EVERYTHING,373,"Drama, Romance",2014,10,81.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,UNBROKEN,542,"Drama, Guerra",2014,14,53.0,0.0,0.0,0.0
1,2015,KINOPLEX AVENIDA,WHIPLASH,341,"Drama, Música, Thriller",2014,12,94.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,BIG HERO 6,3423,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,EXODUS: GODS AND KINGS,4381,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,INTO THE WOODS,432,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,LOUCAS PRA CASAR,6925,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX BOULEVARD,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,5469,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,OS CARAS DE PAU,887,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX BOULEVARD,TAKEN 3,1900,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,THE HOBBIT: BATTLE OF THE FIVE ARMIES,471,"Ação, Aventura, Fantasia",2014,12,0.0,24705649.0,116274.0,0.0
1,2015,KINOPLEX BOULEVARD,THE PENGUINS OF MADAGASCAR,4964,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX BOULEVARD,THE THEORY OF EVERYTHING,427,"Drama, Romance",2014,10,81.0,0.0,0.0,0.0
1,2015,KINOPLEX BOULEVARD,UNBROKEN,453,"Drama, Guerra",2014,14,53.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,BIG HERO 6,8659,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE),454,"Drama, Comédia",2014,16,91.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,DUMB AND DUMBER TO,1186,Comédia,2014,12,31.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,EXODUS: GODS AND KINGS,15755,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,INTERSTELLAR,3189,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,INTO THE WOODS,518,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,LOUCAS PRA CASAR,13625,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX DOM PEDRO,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,17236,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,OS CARAS DE PAU,4980,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX DOM PEDRO,OUIJA,4827,Terror,2014,14,6.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,TAKEN 3,5417,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE HOBBIT: BATTLE OF THE FIVE ARMIES,7259,"Ação, Aventura, Fantasia",2014,12,0.0,24705649.0,116274.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE HUNGER GAMES: MOCKINGJAY- PART 1,2097,"Ficção científica, Aventura, Thriller",2014,14,70.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE IMITATION GAME,617,"História, Drama, Thriller, Guerra",2014,12,90.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE PENGUINS OF MADAGASCAR,12670,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE THEORY OF EVERYTHING,987,"Drama, Romance",2014,10,81.0,0.0,0.0,0.0
1,2015,KINOPLEX DOM PEDRO,THE WOMAN IN BLACK 2 ANGEL OF DEATH,0,"Thriller, Terror, Drama",2014,Sem Classificacao,24.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,BIG HERO 6,607,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE),354,"Drama, Comédia",2014,16,91.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,EXODUS: GODS AND KINGS,1014,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,FOXCATCHER,520,"Drama, Thriller",2014,14,88.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,INTO THE WOODS,329,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,LOUCAS PRA CASAR,1923,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX FASHION MALL,"MEN, WOMEN & CHILDREN",2030,"Drama, Comédia",2014,14,33.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,NIGHTCRAWLER,685,"Crime, Drama, Thriller",2014,14,95.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,OS CARAS DE PAU,169,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX FASHION MALL,TAKEN 3,1027,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,THE IMITATION GAME,0,"História, Drama, Thriller, Guerra",2014,12,90.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,THE PENGUINS OF MADAGASCAR,1854,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX FASHION MALL,THE THEORY OF EVERYTHING,488,"Drama, Romance",2014,10,81.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,UNBROKEN,789,"Drama, Guerra",2014,14,53.0,0.0,0.0,0.0
1,2015,KINOPLEX FASHION MALL,WHIPLASH,985,"Drama, Música, Thriller",2014,12,94.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,BIG HERO 6,4180,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,EXODUS: GODS AND KINGS,15891,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,LOUCAS PRA CASAR,28347,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX GRANDE RIO,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,12980,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,OS CARAS DE PAU,15572,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX GRANDE RIO,OUIJA,231,Terror,2014,14,6.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,TAKEN 3,6269,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX GRANDE RIO,THE HOBBIT: BATTLE OF THE FIVE ARMIES,1075,"Ação, Aventura, Fantasia",2014,12,0.0,24705649.0,116274.0,0.0
1,2015,KINOPLEX GRANDE RIO,THE PENGUINS OF MADAGASCAR,12454,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX GRANDE RIO,THE WOMAN IN BLACK 2 ANGEL OF DEATH,1204,"Thriller, Terror, Drama",2014,Sem Classificacao,24.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,BIG HERO 6,786,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE),812,"Drama, Comédia",2014,16,91.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,EXODUS: GODS AND KINGS,4679,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,FOXCATCHER,1127,"Drama, Thriller",2014,14,88.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,INTERSTELLAR,2922,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,INTO THE WOODS,819,"Fantasia, Comédia",2014,12,70.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,LOUCAS PRA CASAR,3130,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX ITAIM,"MEN, WOMEN & CHILDREN",1359,"Drama, Comédia",2014,14,33.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,1363,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,NIGHTCRAWLER,1388,"Crime, Drama, Thriller",2014,14,95.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,RELATOS SALVAJES,10216,"Drama, Thriller, Comédia",2014,14,0.0,449490.0,1025.0,0.0
1,2015,KINOPLEX ITAIM,TAKEN 3,2245,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,THE HOBBIT: BATTLE OF THE FIVE ARMIES,45,"Ação, Aventura, Fantasia",2014,12,0.0,24705649.0,116274.0,0.0
1,2015,KINOPLEX ITAIM,THE IMITATION GAME,146,"História, Drama, Thriller, Guerra",2014,12,90.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,THE PENGUINS OF MADAGASCAR,1498,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX ITAIM,THE THEORY OF EVERYTHING,540,"Drama, Romance",2014,10,81.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,UNBROKEN,1539,"Drama, Guerra",2014,14,53.0,0.0,0.0,0.0
1,2015,KINOPLEX ITAIM,WHIPLASH,3274,"Drama, Música, Thriller",2014,12,94.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,BIG HERO 6,6153,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,BIRDMAN: OR (THE UNEXPECTED VIRTUE OF IGNORANCE),831,"Drama, Comédia",2014,16,91.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,EXODUS: GODS AND KINGS,4726,"Aventura, Drama, Ação",2014,14,29.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,FOXCATCHER,315,"Drama, Thriller",2014,14,88.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,LOUCAS PRA CASAR,3576,Comédia,2015,14,0.0,137891.0,898.0,0.0
1,2015,KINOPLEX LEBLON,NIGHT AT THE MUSEUM: SECRET OF THE TOMB,8868,"Aventura, Comédia, Fantasia, Família",2014,L,48.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,NIGHTCRAWLER,1869,"Crime, Drama, Thriller",2014,14,95.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,OS CARAS DE PAU,2375,Comédia,2014,Sem Classificacao,0.0,146724.0,716.0,0.0
1,2015,KINOPLEX LEBLON,RELATOS SALVAJES,3721,"Drama, Thriller, Comédia",2014,14,0.0,449490.0,1025.0,0.0
1,2015,KINOPLEX LEBLON,TAKEN 3,4416,"Thriller, Ação",2014,16,13.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,THE IMITATION GAME,0,"História, Drama, Thriller, Guerra",2014,12,90.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,THE PENGUINS OF MADAGASCAR,8820,Animação,2009,Sem Classificacao,0.0,2362887.0,6880.0,0.0
1,2015,KINOPLEX LEBLON,UNBROKEN,123,"Drama, Guerra",2014,14,53.0,0.0,0.0,0.0
1,2015,KINOPLEX LEBLON,WHIPLASH,2687,"Drama, Música, Thriller",2014,12,94.0,0.0,0.0,0.0
1,2015,KINOPLEX MACEIÓ,BIG HERO 6,3215,"Aventura, Família, Animação, Ação, Comédia",2014,L,90.0,0.0,0.0,0.0
