MES_EXIBICAO;ANO_EXIBICAO;NOME_CINEMA;TITULO_ORIGINAL;PUBLICO
1;2017;KINOPLEX VIA PARQUE;SING;2971
1;2017;KINOPLEX VIA PARQUE;SULLY;935
1;2017;KINOPLEX VIA PARQUE;TRAIN TO BUSAN;224
1;2017;KINOPLEX VIA PARQUE;XXX: RETURN OF XANDER CAGE;1622
1;2017;KINOPLEX VILA OLÍMPIA;A DOG´S PURPOSE;679
1;2017;KINOPLEX VILA OLÍMPIA;A MONSTER CALLS;172
1;2017;KINOPLEX VILA OLÍMPIA;ASSASSIN'S CREED;2351
1;2017;KINOPLEX VILA OLÍMPIA;CAPTAIN FANTASTIC;1836
1;2017;KINOPLEX VILA OLÍMPIA;COLLATERAL BEAUTY;675
1;2017;KINOPLEX VILA OLÍMPIA;EU FICO LOKO;746
1;2017;KINOPLEX VILA OLÍMPIA;FANTASTIC BEASTS AND WHERE TO FIND THEM;248
1;2017;KINOPLEX VILA OLÍMPIA;HACKSAW RIDGE;1595
1;2017;KINOPLEX VILA OLÍMPIA;JACKIE;167
1;2017;KINOPLEX VILA OLÍMPIA;LA LA LAND;7293
1;2017;KINOPLEX VILA OLÍMPIA;MINHA MÃE É UMA PEÇA 2;5721
1;2017;KINOPLEX VILA OLÍMPIA;MOANA;7567
1;2017;KINOPLEX VILA OLÍMPIA;NOCTURNAL ANIMALS;204
1;2017;KINOPLEX VILA OLÍMPIA;OS PENETRAS 2 - QUEM DÁ MAIS?;511
1;2017;KINOPLEX VILA OLÍMPIA;PASSENGERS;4723
1;2017;KINOPLEX VILA OLÍMPIA;ROGUE ONE;1217
1;2017;KINOPLEX VILA OLÍMPIA;SING;3075
1;2017;KINOPLEX VILA OLÍMPIA;SULLY;3929
1;2017;KINOPLEX VILA OLÍMPIA;XXX: RETURN OF XANDER CAGE;675
1;2017;KINOPLEX WEST SHOPPING;A DOG´S PURPOSE;790
1;2017;KINOPLEX WEST SHOPPING;ASSASSIN'S CREED;4310
1;2017;KINOPLEX WEST SHOPPING;BALLERINA;255
1;2017;KINOPLEX WEST SHOPPING;EU FICO LOKO;896
1;2017;KINOPLEX WEST SHOPPING;LA LA LAND;208
1;2017;KINOPLEX WEST SHOPPING;MINHA MÃE É UMA PEÇA 2;27705
1;2017;KINOPLEX WEST SHOPPING;MOANA;11542
1;2017;KINOPLEX WEST SHOPPING;OS PENETRAS 2 - QUEM DÁ MAIS?;1537
1;2017;KINOPLEX WEST SHOPPING;OS SALTIMBANCOS TRAPALHÕES - RUMO A HOLLYWOOD;274
1;2017;KINOPLEX WEST SHOPPING;PASSENGERS;2257
1;2017;KINOPLEX WEST SHOPPING;RESIDENT EVIL 6: THE FINAL CHAPTER;1353
1;2017;KINOPLEX WEST SHOPPING;ROGUE ONE;315
1;2017;KINOPLEX WEST SHOPPING;SING;1466
1;2017;KINOPLEX WEST SHOPPING;TRAIN TO BUSAN;555
1;2017;KINOPLEX WEST SHOPPING;XXX: RETURN OF XANDER CAGE;2500
1;2018;KINOPLEX AMAZONAS;COCO;1776
1;2018;KINOPLEX AMAZONAS;FALA SÉRIO, MÃE!;4944
1;2018;KINOPLEX AMAZONAS;FERDINAND;4934
1;2018;KINOPLEX AMAZONAS;INSIDIOUS: THE LAST KEY;2784
1;2018;KINOPLEX AMAZONAS;JUMANJI: WELCOME TO THE JUNGLE;9079
1;2018;KINOPLEX AMAZONAS;MAZE RUNNER: THE DEATH CURE;1697
1;2018;KINOPLEX AMAZONAS;OS PARÇAS;4376
1;2018;KINOPLEX AMAZONAS;PEIXONAUTA: O FILME;113
1;2018;KINOPLEX AMAZONAS;STAR WARS: THE LAST JEDI;1376
1;2018;KINOPLEX AMAZONAS;TADEO JONES 2: EL SECRETO DEL REY MIDAS;10
1;2018;KINOPLEX AMAZONAS;THE FOREIGNER;539
1;2018;KINOPLEX AMAZONAS;THE GREATEST SHOWMAN;154
1;2018;KINOPLEX AMAZONAS;WONDER;6252
1;2018;KINOPLEX AVENIDA;COCO;2199
1;2018;KINOPLEX AVENIDA;DARKEST HOUR;775
1;2018;KINOPLEX AVENIDA;FALA SÉRIO, MÃE!;3355
1;2018;KINOPLEX AVENIDA;FERDINAND;1909
1;2018;KINOPLEX AVENIDA;GABY ESTRELLA;103
1;2018;KINOPLEX AVENIDA;INSIDIOUS: THE LAST KEY;756
1;2018;KINOPLEX AVENIDA;JUMANJI: WELCOME TO THE JUNGLE;3477
1;2018;KINOPLEX AVENIDA;JUSTICE LEAGUE;76
1;2018;KINOPLEX AVENIDA;MAZE RUNNER: THE DEATH CURE;661
1;2018;KINOPLEX AVENIDA;STAR WARS: THE LAST JEDI;407
1;2018;KINOPLEX AVENIDA;THE FOREIGNER;261
1;2018;KINOPLEX AVENIDA;THE GREATEST SHOWMAN;148
1;2018;KINOPLEX AVENIDA;THE STAR;41
1;2018;KINOPLEX AVENIDA;WONDER;2940
1;2018;KINOPLEX AVENIDA;WONDER WHEEL;172
1;2018;KINOPLEX BOULEVARD;COCO;5762
1;2018;KINOPLEX BOULEVARD;DARKEST HOUR;263
1;2018;KINOPLEX BOULEVARD;FALA SÉRIO, MÃE!;3036
1;2018;KINOPLEX BOULEVARD;FERDINAND;4561
1;2018;KINOPLEX BOULEVARD;INSIDIOUS: THE LAST KEY;633
1;2018;KINOPLEX BOULEVARD;JUMANJI: WELCOME TO THE JUNGLE;7341
1;2018;KINOPLEX BOULEVARD;JUSTICE LEAGUE;61
1;2018;KINOPLEX BOULEVARD;MAZE RUNNER: THE DEATH CURE;1294
1;2018;KINOPLEX BOULEVARD;STAR WARS: THE LAST JEDI;412
1;2018;KINOPLEX BOULEVARD;THE FOREIGNER;301
1;2018;KINOPLEX BOULEVARD;THE POST;469
1;2018;KINOPLEX BOULEVARD;THE STAR;32
1;2018;KINOPLEX BOULEVARD;WONDER;5126
1;2018;KINOPLEX DOM PEDRO;BIRTH OF THE DRAGON;126
1;2018;KINOPLEX DOM PEDRO;CALL ME BY YOUR NAME;1022
1;2018;KINOPLEX DOM PEDRO;COCO;7792
1;2018;KINOPLEX DOM PEDRO;DARKEST HOUR;2376
1;2018;KINOPLEX DOM PEDRO;FALA SÉRIO, MÃE!;7525
1;2018;KINOPLEX DOM PEDRO;FATHER FIGURES;517
1;2018;KINOPLEX DOM PEDRO;FERDINAND;11749
1;2018;KINOPLEX DOM PEDRO;GABY ESTRELLA;418
1;2018;KINOPLEX DOM PEDRO;HELP, I SHRUNK MY TEACHER;86
1;2018;KINOPLEX DOM PEDRO;INSIDIOUS: THE LAST KEY;2710
1;2018;KINOPLEX DOM PEDRO;JIGSAW;147
1;2018;KINOPLEX DOM PEDRO;JUMANJI: WELCOME TO THE JUNGLE;15742
1;2018;KINOPLEX DOM PEDRO;JUSTICE LEAGUE;4514
1;2018;KINOPLEX DOM PEDRO;MAZE RUNNER: THE DEATH CURE;3172
1;2018;KINOPLEX DOM PEDRO;MURDER ON THE ORIENT EXPRESS;4829
1;2018;KINOPLEX DOM PEDRO;OS PARÇAS;144
1;2018;KINOPLEX DOM PEDRO;PEIXONAUTA: O FILME;191
1;2018;KINOPLEX DOM PEDRO;STAR WARS: THE LAST JEDI;8608
1;2018;KINOPLEX DOM PEDRO;TADEO JONES 2: EL SECRETO DEL REY MIDAS;424
1;2018;KINOPLEX DOM PEDRO;THE FOREIGNER;973
1;2018;KINOPLEX DOM PEDRO;THE GREATEST SHOWMAN;7074
1;2018;KINOPLEX DOM PEDRO;THE POST;913
1;2018;KINOPLEX DOM PEDRO;THE STAR;578
1;2018;KINOPLEX DOM PEDRO;THOR: RAGNAROK;409
1;2018;KINOPLEX DOM PEDRO;WONDER;16450
1;2018;KINOPLEX FASHION MALL;ALL THE MONEY IN THE WORLD;35
1;2018;KINOPLEX FASHION MALL;CALL ME BY YOUR NAME;490
1;2018;KINOPLEX FASHION MALL;COCO;2378
1;2018;KINOPLEX FASHION MALL;DARKEST HOUR;2278
1;2018;KINOPLEX FASHION MALL;DISASTER ARTIST;150
1;2018;KINOPLEX FASHION MALL;FALA SÉRIO, MÃE!;741
1;2018;KINOPLEX FASHION MALL;FERDINAND;1100
1;2018;KINOPLEX FASHION MALL;STAR WARS: THE LAST JEDI;17
1;2018;KINOPLEX FASHION MALL;TADEO JONES 2: EL SECRETO DEL REY MIDAS;43
1;2018;KINOPLEX FASHION MALL;THE GREATEST SHOWMAN;1107
1;2018;KINOPLEX FASHION MALL;THE POST;1056
1;2018;KINOPLEX FASHION MALL;THE SQUARE;60
1;2018;KINOPLEX FASHION MALL;WONDER;155
1;2018;KINOPLEX FASHION MALL;WONDER WHEEL;1357
1;2018;KINOPLEX GOLDEN;COCO;1164
1;2018;KINOPLEX GOLDEN;DARKEST HOUR;1153
1;2018;KINOPLEX GOLDEN;FALA SÉRIO, MÃE!;1274
1;2018;KINOPLEX GOLDEN;FERDINAND;1175
1;2018;KINOPLEX GOLDEN;INSIDIOUS: THE LAST KEY;303
1;2018;KINOPLEX GOLDEN;JUMANJI: WELCOME TO THE JUNGLE;2593
1;2018;KINOPLEX GOLDEN;MAZE RUNNER: THE DEATH CURE;629
1;2018;KINOPLEX GOLDEN;STAR WARS: THE LAST JEDI;359
1;2018;KINOPLEX GOLDEN;THE FOREIGNER;152
1;2018;KINOPLEX GOLDEN;THE GREATEST SHOWMAN;204
1;2018;KINOPLEX GOLDEN;THE POST;530
1;2018;KINOPLEX GOLDEN;WONDER;1875
1;2018;KINOPLEX GRANDE RIO;COCO;5506
1;2018;KINOPLEX GRANDE RIO;FALA SÉRIO, MÃE!;18281
1;2018;KINOPLEX GRANDE RIO;FERDINAND;4376
1;2018;KINOPLEX GRANDE RIO;GABY ESTRELLA;137
1;2018;KINOPLEX GRANDE RIO;INSIDIOUS: THE LAST KEY;3582
1;2018;KINOPLEX GRANDE RIO;JUMANJI: WELCOME TO THE JUNGLE;15472
1;2018;KINOPLEX GRANDE RIO;JUSTICE LEAGUE;6514
1;2018;KINOPLEX GRANDE RIO;MAZE RUNNER: THE DEATH CURE;2205
1;2018;KINOPLEX GRANDE RIO;OS PARÇAS;47
1;2018;KINOPLEX GRANDE RIO;STAR WARS: THE LAST JEDI;591
1;2018;KINOPLEX GRANDE RIO;TADEO JONES 2: EL SECRETO DEL REY MIDAS;35
1;2018;KINOPLEX GRANDE RIO;THE FOREIGNER;631
1;2018;KINOPLEX GRANDE RIO;WONDER;10852
1;2018;KINOPLEX ITAIM;ALL THE MONEY IN THE WORLD;103
1;2018;KINOPLEX ITAIM;CALL ME BY YOUR NAME;2799
1;2018;KINOPLEX ITAIM;COCO;2978
1;2018;KINOPLEX ITAIM;DARKEST HOUR;7255
1;2018;KINOPLEX ITAIM;DISASTER ARTIST;410
1;2018;KINOPLEX ITAIM;FALA SÉRIO, MÃE!;165
1;2018;KINOPLEX ITAIM;FERDINAND;288
1;2018;KINOPLEX ITAIM;JUMANJI: WELCOME TO THE JUNGLE;1740
1;2018;KINOPLEX ITAIM;MURDER ON THE ORIENT EXPRESS;7237
1;2018;KINOPLEX ITAIM;STAR WARS: THE LAST JEDI;876
1;2018;KINOPLEX ITAIM;THE GREATEST SHOWMAN;2263
1;2018;KINOPLEX ITAIM;THE POST;4239
1;2018;KINOPLEX ITAIM;WONDER;3457
1;2018;KINOPLEX ITAIM;WONDER WHEEL;5238
1;2018;KINOPLEX LEBLON;CALL ME BY YOUR NAME;1333
1;2018;KINOPLEX LEBLON;COCO;5121
1;2018;KINOPLEX LEBLON;DARKEST HOUR;5345
1;2018;KINOPLEX LEBLON;FALA SÉRIO, MÃE!;6388
1;2018;KINOPLEX LEBLON;FERDINAND;2452
1;2018;KINOPLEX LEBLON;JUMANJI: WELCOME TO THE JUNGLE;6901
1;2018;KINOPLEX LEBLON;MAZE RUNNER: THE DEATH CURE;1399
1;2018;KINOPLEX LEBLON;MURDER ON THE ORIENT EXPRESS;369
1;2018;KINOPLEX LEBLON;STAR WARS: THE LAST JEDI;827
1;2018;KINOPLEX LEBLON;TADEO JONES 2: EL SECRETO DEL REY MIDAS;28
1;2018;KINOPLEX LEBLON;THE GREATEST SHOWMAN;700
1;2018;KINOPLEX LEBLON;THE POST;2957
1;2018;KINOPLEX LEBLON;WONDER;4106
1;2018;KINOPLEX LEBLON;WONDER WHEEL;1012
1;2018;KINOPLEX MACEIÓ;COCO;6127
1;2018;KINOPLEX MACEIÓ;DARKEST HOUR;497
1;2018;KINOPLEX MACEIÓ;FALA SÉRIO, MÃE!;8244
1;2018;KINOPLEX MACEIÓ;FERDINAND;7030
1;2018;KINOPLEX MACEIÓ;INSIDIOUS: THE LAST KEY;1941
1;2018;KINOPLEX MACEIÓ;JUMANJI: WELCOME TO THE JUNGLE;11612
1;2018;KINOPLEX MACEIÓ;JUSTICE LEAGUE;1257
1;2018;KINOPLEX MACEIÓ;MAZE RUNNER: THE DEATH CURE;1795
1;2018;KINOPLEX MACEIÓ;OS PARÇAS;7446
1;2018;KINOPLEX MACEIÓ;PEIXONAUTA: O FILME;295
1;2018;KINOPLEX MACEIÓ;STAR WARS: THE LAST JEDI;885
1;2018;KINOPLEX MACEIÓ;TADEO JONES 2: EL SECRETO DEL REY MIDAS;272
1;2018;KINOPLEX MACEIÓ;THE FOREIGNER;748
1;2018;KINOPLEX MACEIÓ;THE GREATEST SHOWMAN;179
1;2018;KINOPLEX MACEIÓ;THE POST;983
1;2018;KINOPLEX MACEIÓ;THE STAR;104
1;2018;KINOPLEX MACEIÓ;WONDER;10182
1;2018;KINOPLEX MADUREIRA;COCO;3069
1;2018;KINOPLEX MADUREIRA;FALA SÉRIO, MÃE!;12959
1;2018;KINOPLEX MADUREIRA;FERDINAND;4083
1;2018;KINOPLEX MADUREIRA;GABY ESTRELLA;214
1;2018;KINOPLEX MADUREIRA;INSIDIOUS: THE LAST KEY;3027
1;2018;KINOPLEX MADUREIRA;JUMANJI: WELCOME TO THE JUNGLE;9970
1;2018;KINOPLEX MADUREIRA;JUSTICE LEAGUE;822
1;2018;KINOPLEX MADUREIRA;MAZE RUNNER: THE DEATH CURE;1914
1;2018;KINOPLEX MADUREIRA;PEIXONAUTA: O FILME;249
1;2018;KINOPLEX MADUREIRA;STAR WARS: THE LAST JEDI;688
1;2018;KINOPLEX MADUREIRA;TADEO JONES 2: EL SECRETO DEL REY MIDAS;54
1;2018;KINOPLEX MADUREIRA;WONDER;5568
1;2018;KINOPLEX NOVA AMÉRICA;COCO;7113
1;2018;KINOPLEX NOVA AMÉRICA;DARKEST HOUR;1158
1;2018;KINOPLEX NOVA AMÉRICA;FALA SÉRIO, MÃE!;15050
1;2018;KINOPLEX NOVA AMÉRICA;FERDINAND;5261
1;2018;KINOPLEX NOVA AMÉRICA;GABY ESTRELLA;233
1;2018;KINOPLEX NOVA AMÉRICA;INSIDIOUS: THE LAST KEY;3696
1;2018;KINOPLEX NOVA AMÉRICA;JUMANJI: WELCOME TO THE JUNGLE;14860
1;2018;KINOPLEX NOVA AMÉRICA;JUSTICE LEAGUE;3778
1;2018;KINOPLEX NOVA AMÉRICA;MAZE RUNNER: THE DEATH CURE;2683
1;2018;KINOPLEX NOVA AMÉRICA;STAR WARS: THE LAST JEDI;2885
1;2018;KINOPLEX NOVA AMÉRICA;THE GREATEST SHOWMAN;581
1;2018;KINOPLEX NOVA AMÉRICA;THE POST;814
1;2018;KINOPLEX NOVA AMÉRICA;WONDER;15932
1;2018;KINOPLEX NOVA IGUAÇU;COCO;5461
1;2018;KINOPLEX NOVA IGUAÇU;FALA SÉRIO, MÃE!;16437
1;2018;KINOPLEX NOVA IGUAÇU;FERDINAND;6664
1;2018;KINOPLEX NOVA IGUAÇU;INSIDIOUS: THE LAST KEY;3197
1;2018;KINOPLEX NOVA IGUAÇU;JUMANJI: WELCOME TO THE JUNGLE;16311
1;2018;KINOPLEX NOVA IGUAÇU;JUSTICE LEAGUE;2061
1;2018;KINOPLEX NOVA IGUAÇU;MAZE RUNNER: THE DEATH CURE;2398
1;2018;KINOPLEX NOVA IGUAÇU;MURDER ON THE ORIENT EXPRESS;287
1;2018;KINOPLEX NOVA IGUAÇU;PEIXONAUTA: O FILME;248
1;2018;KINOPLEX NOVA IGUAÇU;STAR WARS: THE LAST JEDI;2196
1;2018;KINOPLEX NOVA IGUAÇU;TADEO JONES 2: EL SECRETO DEL REY MIDAS;65
1;2018;KINOPLEX NOVA IGUAÇU;THE FOREIGNER;642
1;2018;KINOPLEX NOVA IGUAÇU;THE GREATEST SHOWMAN;500
1;2018;KINOPLEX NOVA IGUAÇU;THE POST;617
1;2018;KINOPLEX NOVA IGUAÇU;THE STAR;67
1;2018;KINOPLEX NOVA IGUAÇU;WONDER;12689
1;2018;KINOPLEX OSASCO;BIRTH OF THE DRAGON;40
1;2018;KINOPLEX OSASCO;COCO;5374
1;2018;KINOPLEX OSASCO;FALA SÉRIO, MÃE!;6643
1;2018;KINOPLEX OSASCO;FERDINAND;4637
1;2018;KINOPLEX OSASCO;GABY ESTRELLA;45
1;2018;KINOPLEX OSASCO;INSIDIOUS: THE LAST KEY;2277
1;2018;KINOPLEX OSASCO;JUMANJI: WELCOME TO THE JUNGLE;8039
1;2018;KINOPLEX OSASCO;JUSTICE LEAGUE;2196
1;2018;KINOPLEX OSASCO;MAZE RUNNER: THE DEATH CURE;1542
1;2018;KINOPLEX OSASCO;PEIXONAUTA: O FILME;33
1;2018;KINOPLEX OSASCO;STAR WARS: THE LAST JEDI;2333
1;2018;KINOPLEX OSASCO;TADEO JONES 2: EL SECRETO DEL REY MIDAS;31
1;2018;KINOPLEX OSASCO;THE FOREIGNER;322
1;2018;KINOPLEX OSASCO;THE GREATEST SHOWMAN;511
1;2018;KINOPLEX OSASCO;THE POST;336
1;2018;KINOPLEX OSASCO;WONDER;6771
1;2018;KINOPLEX PARKSHOPPING;COCO;7305
1;2018;KINOPLEX PARKSHOPPING;DARKEST HOUR;1950
1;2018;KINOPLEX PARKSHOPPING;FALA SÉRIO, MÃE!;7783
1;2018;KINOPLEX PARKSHOPPING;FATHER FIGURES;521
1;2018;KINOPLEX PARKSHOPPING;FERDINAND;7888
1;2018;KINOPLEX PARKSHOPPING;GABY ESTRELLA;227
1;2018;KINOPLEX PARKSHOPPING;INSIDIOUS: THE LAST KEY;2395
1;2018;KINOPLEX PARKSHOPPING;JUMANJI: WELCOME TO THE JUNGLE;13781
1;2018;KINOPLEX PARKSHOPPING;JUSTICE LEAGUE;4202
1;2018;KINOPLEX PARKSHOPPING;MAZE RUNNER: THE DEATH CURE;2752
1;2018;KINOPLEX PARKSHOPPING;MURDER ON THE ORIENT EXPRESS;4017
1;2018;KINOPLEX PARKSHOPPING;OS PARÇAS;2199
1;2018;KINOPLEX PARKSHOPPING;PEIXONAUTA: O FILME;236
1;2018;KINOPLEX PARKSHOPPING;STAR WARS: THE LAST JEDI;5088
1;2018;KINOPLEX PARKSHOPPING;TADEO JONES 2: EL SECRETO DEL REY MIDAS;320
1;2018;KINOPLEX PARKSHOPPING;THE FOREIGNER;569
1;2018;KINOPLEX PARKSHOPPING;THE GREATEST SHOWMAN;1096
1;2018;KINOPLEX PARKSHOPPING;THE POST;864
1;2018;KINOPLEX PARKSHOPPING;THE STAR;588
1;2018;KINOPLEX PARKSHOPPING;WONDER;14155
1;2018;KINOPLEX PRAIA DA COSTA;COCO;4058
1;2018;KINOPLEX PRAIA DA COSTA;DARKEST HOUR;1460
1;2018;KINOPLEX PRAIA DA COSTA;FALA SÉRIO, MÃE!;4909
1;2018;KINOPLEX PRAIA DA COSTA;FATHER FIGURES;144
1;2018;KINOPLEX PRAIA DA COSTA;FERDINAND;6589
1;2018;KINOPLEX PRAIA DA COSTA;INSIDIOUS: THE LAST KEY;1224
1;2018;KINOPLEX PRAIA DA COSTA;JUMANJI: WELCOME TO THE JUNGLE;9141
1;2018;KINOPLEX PRAIA DA COSTA;JUSTICE LEAGUE;1157
1;2018;KINOPLEX PRAIA DA COSTA;MAZE RUNNER: THE DEATH CURE;1867
1;2018;KINOPLEX PRAIA DA COSTA;PEIXONAUTA: O FILME;142
1;2018;KINOPLEX PRAIA DA COSTA;STAR WARS: THE LAST JEDI;2421
1;2018;KINOPLEX PRAIA DA COSTA;TADEO JONES 2: EL SECRETO DEL REY MIDAS;212
1;2018;KINOPLEX PRAIA DA COSTA;THE FOREIGNER;231
1;2018;KINOPLEX PRAIA DA COSTA;THE GREATEST SHOWMAN;1272
1;2018;KINOPLEX PRAIA DA COSTA;THE POST;627
1;2018;KINOPLEX PRAIA DA COSTA;WONDER;5472
1;2018;KINOPLEX PRAIA DA COSTA;WONDER WHEEL;267
1;2018;KINOPLEX RIO SUL;COCO;6109
1;2018;KINOPLEX RIO SUL;DARKEST HOUR;2722
1;2018;KINOPLEX RIO SUL;FALA SÉRIO, MÃE!;7541
1;2018;KINOPLEX RIO SUL;FERDINAND;6757
1;2018;KINOPLEX RIO SUL;GABY ESTRELLA;353
1;2018;KINOPLEX RIO SUL;INSIDIOUS: THE LAST KEY;1044
1;2018;KINOPLEX RIO SUL;JUMANJI: WELCOME TO THE JUNGLE;6558
1;2018;KINOPLEX RIO SUL;MAZE RUNNER: THE DEATH CURE;1789
1;2018;KINOPLEX RIO SUL;STAR WARS: THE LAST JEDI;3319
1;2018;KINOPLEX RIO SUL;TADEO JONES 2: EL SECRETO DEL REY MIDAS;112
1;2018;KINOPLEX RIO SUL;THE GREATEST SHOWMAN;2705
1;2018;KINOPLEX RIO SUL;THE POST;1476
1;2018;KINOPLEX RIO SUL;THE STAR;287
1;2018;KINOPLEX RIO SUL;WONDER;5948
1;2018;KINOPLEX RIO SUL;WONDER WHEEL;577
1;2018;KINOPLEX TIJUCA;CALL ME BY YOUR NAME;2485
1;2018;KINOPLEX TIJUCA;COCO;8124
1;2018;KINOPLEX TIJUCA;DARKEST HOUR;4790
1;2018;KINOPLEX TIJUCA;FALA SÉRIO, MÃE!;14693
1;2018;KINOPLEX TIJUCA;FERDINAND;7055
1;2018;KINOPLEX TIJUCA;JUMANJI: WELCOME TO THE JUNGLE;13063
1;2018;KINOPLEX TIJUCA;MAZE RUNNER: THE DEATH CURE;2346
1;2018;KINOPLEX TIJUCA;MURDER ON THE ORIENT EXPRESS;5596
1;2018;KINOPLEX TIJUCA;STAR WARS: THE LAST JEDI;3608
1;2018;KINOPLEX TIJUCA;TADEO JONES 2: EL SECRETO DEL REY MIDAS;155
1;2018;KINOPLEX TIJUCA;THE GREATEST SHOWMAN;4709
1;2018;KINOPLEX TIJUCA;THE POST;3439
1;2018;KINOPLEX TIJUCA;WONDER;13622
1;2018;KINOPLEX TIJUCA;WONDER WHEEL;188
1;2018;KINOPLEX TOP SHOPPING;COCO;2659
1;2018;KINOPLEX TOP SHOPPING;FALA SÉRIO, MÃE!;19138
1;2018;KINOPLEX TOP SHOPPING;FERDINAND;7913
1;2018;KINOPLEX TOP SHOPPING;GABY ESTRELLA;179
1;2018;KINOPLEX TOP SHOPPING;INSIDIOUS: THE LAST KEY;4233
1;2018;KINOPLEX TOP SHOPPING;JUMANJI: WELCOME TO THE JUNGLE;15009
1;2018;KINOPLEX TOP SHOPPING;JUSTICE LEAGUE;5597
1;2018;KINOPLEX TOP SHOPPING;MAZE RUNNER: THE DEATH CURE;2023
1;2018;KINOPLEX TOP SHOPPING;OS PARÇAS;283
1;2018;KINOPLEX TOP SHOPPING;STAR WARS: THE LAST JEDI;822
1;2018;KINOPLEX TOP SHOPPING;TADEO JONES 2: EL SECRETO DEL REY MIDAS;84
1;2018;KINOPLEX TOP SHOPPING;THE FOREIGNER;447
1;2018;KINOPLEX TOP SHOPPING;WONDER;12132
1;2018;KINOPLEX UBERABA;COCO;1509
1;2018;KINOPLEX UBERABA;DARKEST HOUR;565
1;2018;KINOPLEX UBERABA;FALA SÉRIO, MÃE!;2542
1;2018;KINOPLEX UBERABA;FERDINAND;3525
1;2018;KINOPLEX UBERABA;INSIDIOUS: THE LAST KEY;1158
1;2018;KINOPLEX UBERABA;JUMANJI: WELCOME TO THE JUNGLE;4817
1;2018;KINOPLEX UBERABA;JUSTICE LEAGUE;119
1;2018;KINOPLEX UBERABA;MAZE RUNNER: THE DEATH CURE;843
1;2018;KINOPLEX UBERABA;MURDER ON THE ORIENT EXPRESS;881
1;2018;KINOPLEX UBERABA;STAR WARS: THE LAST JEDI;909
1;2018;KINOPLEX UBERABA;TADEO JONES 2: EL SECRETO DEL REY MIDAS;26
1;2018;KINOPLEX UBERABA;THE FOREIGNER;279
1;2018;KINOPLEX UBERABA;THE GREATEST SHOWMAN;413
1;2018;KINOPLEX UBERABA;THE POST;362
1;2018;KINOPLEX UBERABA;WONDER;3531
1;2018;KINOPLEX VIA PARQUE;COCO;6865
1;2018;KINOPLEX VIA PARQUE;DARKEST HOUR;1121
1;2018;KINOPLEX VIA PARQUE;FALA SÉRIO, MÃE!;8114
1;2018;KINOPLEX VIA PARQUE;FERDINAND;6588
1;2018;KINOPLEX VIA PARQUE;JUMANJI: WELCOME TO THE JUNGLE;8557
1;2018;KINOPLEX VIA PARQUE;JUSTICE LEAGUE;308
1;2018;KINOPLEX VIA PARQUE;MAZE RUNNER: THE DEATH CURE;956
1;2018;KINOPLEX VIA PARQUE;PEIXONAUTA: O FILME;426
1;2018;KINOPLEX VIA PARQUE;STAR WARS: THE LAST JEDI;1470
1;2018;KINOPLEX VIA PARQUE;TADEO JONES 2: EL SECRETO DEL REY MIDAS;186
1;2018;KINOPLEX VIA PARQUE;THE GREATEST SHOWMAN;1371
1;2018;KINOPLEX VIA PARQUE;THE POST;1014
1;2018;KINOPLEX VIA PARQUE;THE STAR;83
1;2018;KINOPLEX VIA PARQUE;WONDER;5098
1;2018;KINOPLEX VIA PARQUE;WONDER WHEEL;280
1;2018;KINOPLEX VILA OLÍMPIA;COCO;5412
1;2018;KINOPLEX VILA OLÍMPIA;DARKEST HOUR;3432
1;2018;KINOPLEX VILA OLÍMPIA;FALA SÉRIO, MÃE!;1816
1;2018;KINOPLEX VILA OLÍMPIA;FERDINAND;4426
1;2018;KINOPLEX VILA OLÍMPIA;JUMANJI: WELCOME TO THE JUNGLE;5000
1;2018;KINOPLEX VILA OLÍMPIA;MAZE RUNNER: THE DEATH CURE;962
1;2018;KINOPLEX VILA OLÍMPIA;MURDER ON THE ORIENT EXPRESS;4910
1;2018;KINOPLEX VILA OLÍMPIA;STAR WARS: THE LAST JEDI;3589
1;2018;KINOPLEX VILA OLÍMPIA;TADEO JONES 2: EL SECRETO DEL REY MIDAS;48
1;2018;KINOPLEX VILA OLÍMPIA;THE GREATEST SHOWMAN;2298
1;2018;KINOPLEX VILA OLÍMPIA;THE POST;2185
1;2018;KINOPLEX VILA OLÍMPIA;WONDER;6144
1;2018;KINOPLEX VILA OLÍMPIA;WONDER WHEEL;624
1;2018;KINOPLEX WEST SHOPPING;COCO;4215
1;2018;KINOPLEX WEST SHOPPING;FALA SÉRIO, MÃE!;13316
1;2018;KINOPLEX WEST SHOPPING;FERDINAND;3835
1;2018;KINOPLEX WEST SHOPPING;INSIDIOUS: THE LAST KEY;2523
1;2018;KINOPLEX WEST SHOPPING;JUMANJI: WELCOME TO THE JUNGLE;10185
1;2018;KINOPLEX WEST SHOPPING;JUSTICE LEAGUE;1843
1;2018;KINOPLEX WEST SHOPPING;MAZE RUNNER: THE DEATH CURE;1391
1;2018;KINOPLEX WEST SHOPPING;STAR WARS: THE LAST JEDI;178
1;2018;KINOPLEX WEST SHOPPING;TADEO JONES 2: EL SECRETO DEL REY MIDAS;43
1;2018;KINOPLEX WEST SHOPPING;WONDER;7937
1;2019;KINOPLEX AMAZONAS;AQUAMAN;6313
1;2019;KINOPLEX AMAZONAS;BUMBLEBEE;2688
1;2019;KINOPLEX AMAZONAS;CREED II;997
